#Table1
ra,dec,u,g,r,i,z,redshift,class
56.170439,0.87955123,22.9555,21.89321,19.85824,19.0929,18.5695,0.3970193,GALAXY
56.173907,0.95112906,22.24607,20.81911,19.77798,19.40336,18.89734,0.3169024,GALAXY
56.175369,0.99697235,23.39084,21.37267,19.75908,19.06094,18.53996,0.398666,GALAXY
56.179492,1.0254188,24.53823,21.51916,19.93631,19.23425,18.71208,0.3921897,GALAXY
56.180168,0.9159674,21.59545,20.20704,19.34494,18.83563,18.4907,0.1811624,GALAXY
56.179677,0.96213936,24.02293,22.29473,20.50545,19.86788,19.40129,0.3982463,GALAXY
56.184129,0.95682808,24.4223,22.93605,21.03657,19.81199,19.05802,0.0002081298,STAR
56.186505,0.98349226,25.41293,22.08235,19.95477,19.25368,18.8364,0.3977423,GALAXY
56.18755,0.97825624,24.59949,21.81544,20.30519,19.18724,18.69796,0.5671579,GALAXY
56.200712,0.90983452,27.24833,20.85331,18.95358,18.23055,17.72881,0.3975553,GALAXY
56.202873,0.9119747,24.32445,21.97026,20.27485,19.47539,19.04243,0.3953116,GALAXY
56.198639,0.9650535,22.79887,22.16278,21.74392,21.81349,21.41834,1.049494,QSO
56.205689,1.0076235,24.00118,22.7405,21.21037,20.36535,19.89311,4.90226,QSO
56.252748,1.0172996,23.63531,22.1892,21.8878,21.95297,21.80703,-0.003057969,STAR
56.26234,0.90006041,23.04868,21.56994,21.05289,20.91683,20.60554,-0.0003205835,STAR
56.27275,0.973182,22.58788,20.98662,19.76444,19.2643,18.89862,0.1864631,GALAXY
56.291148,0.92194941,23.54535,21.81863,20.05108,19.4005,19.13259,0.4084021,GALAXY
56.29204,0.99310795,24.9307,23.29631,22.24422,20.84075,20.29824,0.6659651,GALAXY
56.304979,1.0318652,24.7374,22.7428,21.34921,20.30163,19.68629,0.5794256,GALAXY
56.159144,0.9052809,24.01616,22.14951,20.60821,19.21807,18.54169,0.7042495,GALAXY
56.282964,0.91630478,26.23555,22.59004,20.55509,19.40636,18.83904,0.5795695,GALAXY
56.297509,0.94491868,24.93892,22.44634,20.30031,19.44703,19.03988,0.3846303,GALAXY
56.301095,1.0224913,23.79586,22.5091,21.00957,19.82984,19.39475,0.5786268,GALAXY
56.314215,1.0120944,23.76874,19.94615,19.19809,18.5414,18.32019,0.1826177,GALAXY
56.30901,0.862421,18.39997,17.01328,16.47039,16.2556,16.15533,7.545306E-05,STAR
56.315897,0.8830924,19.51782,17.10884,15.99188,15.55249,15.29628,1.603434E-05,STAR
56.309303,0.91644638,20.89159,19.68915,19.61545,19.6746,19.6302,0.0002009674,STAR
56.400505,1.04754,18.41458,17.24187,16.83248,16.69045,16.63555,-0.0001915039,STAR
56.312935,1.0350735,20.13583,19.77899,19.76218,19.41761,19.30003,0.5775395,QSO
56.31154,1.028106,23.95148,21.17665,19.88934,19.3596,19.19229,0.1847329,GALAXY
56.315174,0.984538,20.39137,17.87138,16.34724,15.44977,14.95134,0.0001324918,STAR
56.317752,0.98179823,20.96473,18.57889,17.2387,16.7218,16.41594,0.1844593,GALAXY
56.326122,0.941465,21.25649,18.50552,17.13887,16.5594,16.24788,-6.02297E-05,STAR
56.331482,0.86655076,20.78828,19.58437,19.25841,19.08373,19.02986,0.0001410704,STAR
56.335979,1.0217883,21.30572,19.15275,17.79456,17.22039,16.8038,0.1844395,GALAXY
56.339017,0.86784081,19.3949,17.55328,16.67647,16.23977,15.92742,0.04000779,GALAXY
56.3484,0.951881,20.37353,19.03626,18.51064,18.31221,18.23683,1.835101E-05,STAR
56.34951,1.01964,20.07447,17.90642,16.58882,16.07585,15.70609,0.1832486,GALAXY
56.372287,1.0441128,21.25882,19.13454,17.86753,17.35438,16.97957,0.1829304,GALAXY
56.373398,0.96267,21.19376,19.20882,18.42801,18.13704,18.01182,0.000119138,STAR
56.403267,0.95856429,24.0162,22.56933,21.07136,19.09872,18.05542,9.772635E-05,STAR
56.41251,0.93612684,20.95014,19.81538,19.06495,18.66952,18.42819,0.1853241,GALAXY
56.319122,0.96584636,22.47428,19.98815,18.64019,18.0445,17.63032,0.1860522,GALAXY
56.320702,1.0171567,21.54328,19.41369,18.11664,17.62408,17.25345,0.1834567,GALAXY
56.328762,0.980168,24.80327,20.77781,19.22238,18.64505,18.31422,0.3102977,GALAXY
56.344717,0.968051,23.2301,20.27926,19.03009,18.51184,18.25377,0.1857025,GALAXY
56.347891,1.007957,22.67183,20.81278,19.55056,19.04323,18.70823,0.1838152,GALAXY
56.35629,1.0157191,21.24266,20.55433,19.67044,19.32725,19.02666,0.5146312,GALAXY
56.392475,0.988698,20.59144,19.25844,18.28189,17.80527,17.48407,0.1909035,GALAXY
56.393809,0.909883,22.21777,20.35271,19.02954,18.50294,18.08986,0.1827142,GALAXY
56.41354,0.8732807,22.33731,20.61981,19.10922,18.56977,18.18123,0.2305482,GALAXY
56.367356,0.98891247,25.38015,22.25739,20.65294,19.77311,19.27478,0.5045489,GALAXY
56.350251,0.98889582,21.88238,21.27901,20.24718,19.91828,19.52138,0.3796674,GALAXY
56.377789,1.006282,21.98233,20.66377,19.7357,19.28079,18.91837,0.2169781,GALAXY
56.423771,0.93880398,21.08172,20.32843,19.83448,19.54477,19.47716,0.1851616,GALAXY
56.339027,0.87582879,23.00294,22.34879,20.3987,19.47902,18.96156,0.4562441,GALAXY
56.349774,0.86201507,23.91242,22.02652,21.79087,21.50592,21.165,-0.004136076,STAR
56.357839,0.93241609,22.63942,21.86946,20.13576,19.14553,18.71167,0.5698407,GALAXY
56.364167,1.0220648,24.32843,22.58307,22.59048,22.29058,23.12619,6.914485,QSO
56.378657,1.0439253,23.06528,22.34091,20.31246,19.24932,19.06073,0.5685632,GALAXY
56.394415,0.87213173,25.67104,22.6802,21.25917,20.26896,19.56991,0.001915723,QSO
56.427925,0.97015663,23.69652,23.09242,21.211,19.95561,19.46692,0.6354463,GALAXY
56.440211,0.90361795,22.98825,22.18423,20.48058,19.46107,18.87148,0.4953335,GALAXY
56.439723,0.91512112,24.97086,22.38438,20.71063,19.7485,19.28235,0.4975446,GALAXY
56.312943,0.96807743,23.67956,23.22392,21.33096,20.22144,19.54324,0.5691597,GALAXY
56.409988,0.86058524,23.13898,22.65962,20.51963,19.59412,19.20567,0.4962566,GALAXY
56.423967,1.03135,25.42714,22.5115,20.60019,19.6831,19.09056,0.5129635,GALAXY
56.508339,0.860117,18.52236,17.25557,16.70039,16.486,16.41004,0.0001053587,STAR
56.599719,0.95159904,23.24446,20.99741,19.20295,18.56181,18.18117,0.3139554,GALAXY
56.466358,0.94866613,21.16008,18.48807,17.09154,16.53776,16.13377,0.1841175,GALAXY
56.494071,0.93034216,20.82224,18.86152,17.4989,16.94771,16.54756,0.1812266,GALAXY
56.499093,0.97241302,20.50715,18.44307,17.18532,16.65098,16.23933,0.1621967,GALAXY
56.506585,0.91987671,21.50781,18.61365,17.02549,15.87776,15.27503,-0.0001400897,STAR
56.51791,0.88506,19.03764,17.41195,16.69575,16.31307,16.03388,0.04860179,GALAXY
56.518902,0.99407941,20.41778,19.31815,18.67477,18.26591,18.10361,0.1373549,GALAXY
56.521282,0.88991441,25.54746,21.22983,19.28954,18.67319,18.3782,0.4025879,GALAXY
56.536084,0.88974512,20.68697,20.36523,20.23153,19.96673,19.89363,1.72036,QSO
56.483154,1.00037,22.99783,21.1567,19.84699,19.32379,18.97255,0.182191,GALAXY
56.486362,0.99361336,22.74521,20.29418,19.03216,18.56962,18.14954,0.1621539,GALAXY
56.490116,0.96046841,22.07823,19.66875,18.34503,17.81798,17.46614,0.2253959,GALAXY
56.51258,1.00179,19.34081,17.4364,16.26172,15.73096,15.39041,0.1860474,GALAXY
56.553623,0.8905642,20.69638,19.33611,18.53792,18.13661,17.91248,0.09915269,GALAXY
56.565391,1.004897,26.2797,20.87337,19.15388,18.53057,18.07325,0.3171095,GALAXY
56.57153,0.917991,21.69823,20.10343,18.54354,17.94155,17.67414,0.3154797,GALAXY
56.576274,0.981865,22.58438,20.53828,18.69101,18.09373,17.65372,0.3151493,GALAXY
56.592152,0.883048,21.73088,19.8893,18.93488,18.44586,18.09002,0.1638217,GALAXY
56.466761,0.922384,21.52278,20.36791,19.33422,18.77703,18.40238,0.2498002,GALAXY
56.492827,1.0202378,23.88864,21.19577,19.38785,18.5526,18.09065,0.4561903,GALAXY
56.546314,0.959209,23.50669,22.24023,20.68624,19.14041,18.2871,0.0002649389,STAR
56.594144,0.91366906,22.0437,21.22304,20.88745,20.69066,20.34493,0.6737723,QSO
56.587219,0.95264584,20.73566,20.08775,19.44775,19.24048,18.60365,0.3131043,GALAXY
56.460712,0.876665,22.71255,21.49312,20.67072,20.32816,20.17395,0.000760598,STAR
56.467561,0.87391144,22.96242,21.94925,21.34341,21.26385,20.9623,0.7440291,GALAXY
56.472565,0.88506,22.69194,21.12053,19.8716,19.33485,18.95879,0.182869,GALAXY
56.498488,0.929894,24.08898,21.15633,19.88849,19.3975,19.05755,0.1828169,GALAXY
56.50645,1.029581,21.68526,20.48018,19.65354,19.38888,19.01658,0.2931361,GALAXY
56.506599,0.90157904,23.94382,22.02389,21.65681,21.62749,21.41996,2.347687,QSO
56.510175,0.98579925,24.37905,24.35947,21.62184,20.45151,19.7909,0.0002843861,STAR
56.531538,1.0359666,23.9021,22.07004,20.47582,19.61642,19.12892,0.501227,GALAXY
56.536719,0.858188,22.36359,20.69096,19.66726,19.26565,18.95649,0.3164749,GALAXY
56.551858,1.029558,23.3597,21.9118,21.67456,21.23199,21.64999,0.06694666,GALAXY
56.555266,1.0421822,25.08886,23.00379,21.27265,20.26876,19.63879,0.491854,GALAXY
56.557188,1.007494,22.04002,20.89128,19.66231,19.24938,18.88121,0.2929294,GALAXY
56.560345,1.0403606,24.88469,22.77426,21.07684,20.23547,19.90468,0.5213408,GALAXY
56.566933,0.89712995,23.96379,22.65586,21.93662,21.78704,21.43143,0.1833073,GALAXY
56.583729,0.86258554,21.58302,20.19679,19.42507,19.00087,18.83958,0.183607,GALAXY
56.611145,0.937098,19.10682,17.91204,17.40367,17.19505,17.11047,-0.000192821,STAR
56.666256,0.940336,19.09904,17.22988,16.49899,16.22672,16.09269,0.0001031549,STAR
56.685243,1.0327011,23.34777,19.28901,17.99068,17.45583,17.07567,0.1812876,GALAXY
56.706003,0.909855,21.68183,19.91166,18.33345,17.70133,17.31285,0.2285849,GALAXY
56.679352,0.98117912,20.17549,19.01712,18.5431,18.26763,18.08782,0.1151391,GALAXY
56.695847,0.867942,22.05608,19.28059,17.75427,16.64169,16.04539,0.0002230275,STAR
56.700726,1.0327032,20.85691,19.09704,18.00133,17.45317,17.13847,0.1868404,GALAXY
56.661953,0.981229,20.474,19.14342,18.25744,17.84697,17.58688,0.2168064,GALAXY
56.672324,0.860845,22.94392,20.45565,18.95458,18.24301,17.7777,0.2307165,GALAXY
56.710735,0.955015,20.71475,19.82537,19.00415,18.5677,18.40964,0.1765389,GALAXY
56.735406,0.876518,23.00507,20.63157,18.97967,18.32795,17.88997,0.2200817,GALAXY
56.606434,0.91452,24.91441,22.10168,20.60601,19.31625,18.57018,-6.006011E-06,STAR
56.628551,0.86574656,20.78444,19.47099,19.05324,18.69145,18.55573,0.07032809,GALAXY
56.654064,1.024221,25.42673,21.63398,20.21875,19.33807,18.82042,0.3312946,GALAXY
56.66613,1.0430551,22.09743,20.72988,19.75246,19.23258,18.95795,0.1760887,GALAXY
56.691222,1.028543,23.82093,21.39742,19.7952,19.15801,18.7166,0.3148333,GALAXY
56.713748,0.952686,23.26508,21.52377,20.03023,19.52745,19.11522,0.2272995,GALAXY
56.71418,0.99439114,21.4014,20.12803,19.01159,18.44381,18.09014,0.2495409,GALAXY
56.723473,0.985561,22.83155,21.09045,20.3864,20.13076,20.01973,-0.0001126631,STAR
56.841975,1.036406,22.26806,20.35774,19.13349,18.43618,17.94427,0.1837924,GALAXY
56.781395,1.0003372,18.52316,16.42145,15.39282,14.8915,14.48816,0.03984664,GALAXY
56.847434,0.8754815,17.86614,15.8951,14.91003,14.40679,14.0132,0.0393708,GALAXY
56.848491,0.87909,22.59639,21.01503,20.28582,19.82197,19.65602,0.185535,GALAXY
56.880333,0.939698,21.34586,18.8662,17.47985,16.92707,16.55349,0.1819576,GALAXY
56.828897,1.044198,20.88867,19.39176,18.36073,17.84138,17.47534,0.1844647,GALAXY
56.837628,0.93311007,20.07927,18.44809,17.73972,17.36158,17.0703,0.07041505,GALAXY
56.838688,1.0331962,21.09394,20.03099,19.35211,18.97418,18.88927,0.1871004,GALAXY
56.872059,1.039901,20.61522,18.63779,17.72062,17.16121,16.71248,0.04014628,GALAXY
56.877701,1.047407,21.8939,19.93049,18.57399,17.99049,17.55542,0.1826794,GALAXY
56.880478,0.95231732,21.41978,19.23645,17.96312,17.42695,17.07491,0.1780132,GALAXY
56.873274,0.85585544,25.02629,20.83391,18.95034,18.18571,17.74074,0.296161,GALAXY
56.805347,0.97328156,20.92931,19.67868,18.79902,18.27055,17.96613,0.1864432,GALAXY
56.791119,0.95541292,22.41738,20.65162,19.66262,19.22581,18.69498,0.1350555,GALAXY
56.836105,0.968236,22.54583,20.79079,19.65368,19.12189,18.76318,0.1824066,GALAXY
56.849541,0.89674395,21.7782,20.74797,19.90238,19.48775,19.19659,0.1855114,GALAXY
56.893822,1.0128102,22.99902,20.04144,19.56571,19.22799,19.36377,0.04007165,GALAXY
56.896444,0.87143,22.16943,20.664,19.62571,19.12266,18.87932,0.2212155,GALAXY
56.901867,0.94574684,22.2929,20.03309,18.88325,18.30306,17.92138,0.1788832,GALAXY
56.912674,1.020426,20.5809,18.38217,17.39469,17.01939,16.76477,0.0001091635,STAR
56.923141,0.95106822,23.04094,20.48079,19.1805,18.66952,18.26074,0.1817484,GALAXY
56.939246,0.960358,21.16588,20.25155,19.23164,18.57921,18.39667,0.1793029,QSO
56.956457,1.0273838,20.64724,18.81415,17.56218,17.01906,16.6276,0.1799167,GALAXY
56.962057,1.046361,20.47414,19.29011,18.39356,17.91655,17.60831,0.1847041,GALAXY
56.977138,0.945867,22.41338,20.31424,18.8083,18.18129,17.75199,0.1783999,GALAXY
56.992505,0.97489942,20.35688,18.11047,16.6618,16.05377,15.61715,0.184636,GALAXY
57.00336,0.931241,26.11829,21.02382,19.53866,18.8838,18.42964,0.1841236,GALAXY
57.019894,0.98341388,22.3924,20.11794,18.63733,18.03223,17.65317,0.1835186,GALAXY
57.037141,0.939042,22.43979,20.14988,18.80976,18.19767,17.77867,0.1788761,GALAXY
57.0434,0.874957,23.17451,21.26408,19.57078,18.51824,17.9231,-1.804971E-05,STAR
56.973256,0.938284,21.05891,19.57101,18.62715,18.07867,17.74334,0.1796971,GALAXY
56.924999,1.036157,21.85839,20.66876,19.81018,19.33396,19.05765,0.2813382,GALAXY
56.926838,0.97378182,21.37145,19.89609,19.49355,19.27554,19.1697,0.03926044,GALAXY
56.945332,0.93997282,26.54113,21.27205,20.36201,19.99268,19.33675,0.1788102,GALAXY
56.972201,0.993062,22.85163,21.45463,20.05753,19.51223,19.14979,0.1829133,GALAXY
56.977345,0.89837337,21.8884,19.74313,19.08124,18.84448,18.47484,0.04008322,GALAXY
57.017437,1.0454907,22.17105,19.69867,19.24985,19.61302,19.41306,0.01949213,GALAXY
57.088756,1.0013046,19.92904,17.70292,16.6648,16.14216,15.78735,0.03979781,GALAXY
57.102297,1.026158,25.57097,21.25685,19.87173,19.20197,18.90364,0.2239347,GALAXY
57.076239,1.014955,21.06057,19.36784,18.34877,17.80733,17.46529,0.1723639,GALAXY
57.101402,0.994947,20.64393,18.5813,17.54231,16.99625,16.5695,0.03884962,GALAXY
57.128609,0.89244878,20.56609,19.24695,18.58226,18.27248,17.99068,0.02502873,GALAXY
57.05784,0.99083965,21.93634,19.82291,18.17261,17.52401,17.09462,0.2350157,GALAXY
57.18008,1.013007,22.03821,19.10035,17.70322,17.10987,16.65809,0.1853522,GALAXY
57.128197,1.0424018,23.45551,20.59183,19.6597,19.11761,18.82051,0.1858206,GALAXY
57.072644,0.87701471,22.4457,21.1216,20.69257,20.5119,20.47305,-0.002417631,STAR
57.0966,1.0064253,20.26994,19.07469,18.40943,18.0699,17.83998,0.0390997,GALAXY
57.150658,0.98800009,21.41885,20.41829,19.59549,19.17925,18.95903,0.1833975,GALAXY
57.166473,1.0038276,20.94342,19.87634,18.9994,18.45673,18.2336,0.1798525,GALAXY
57.071031,0.97413,24.54586,20.80962,19.28719,18.63388,18.13196,0.2414602,GALAXY
57.141371,0.853385,22.52535,20.64172,19.59637,19.06972,18.68748,0.1831838,GALAXY
57.14329,1.031453,21.74193,20.41943,19.4527,18.98284,18.59267,0.22269,GALAXY
57.155204,0.99311167,20.60318,19.23511,18.28161,17.76769,17.46286,0.1834777,GALAXY
57.220772,0.91265661,21.93265,19.70491,18.61479,18.01975,17.65725,0.1816644,GALAXY
57.24839,0.92596277,18.36343,16.25293,15.26318,14.77139,14.38668,0.035788,GALAXY
57.255299,0.91231102,22.11758,19.59995,18.3409,17.81404,17.42293,0.1809298,GALAXY
57.264269,0.90790598,22.08754,18.95146,17.58157,17.01475,16.61213,0.1834793,GALAXY
57.268982,0.899261,19.33094,18.15693,17.47152,17.03564,16.77094,0.1095298,GALAXY
57.289212,0.89107043,19.31142,17.97749,17.24931,16.78519,16.4514,0.1091017,GALAXY
57.314499,1.035289,20.16381,18.85104,18.32005,18.0895,17.97935,-3.727129E-05,STAR
57.341642,0.92183426,20.147,19.69462,19.59626,19.5925,19.58047,0.000263266,STAR
57.215468,0.97697837,21.77044,19.38401,18.01171,17.44403,17.05995,0.182631,GALAXY
57.258026,1.0179704,22.60993,20.73034,19.35907,18.84373,18.45144,0.1975366,GALAXY
57.327335,0.90772074,20.77576,19.50191,18.8198,18.40648,18.22955,0.1178263,GALAXY
57.227043,1.000013,20.74978,19.87231,19.58563,19.13657,19.30291,0.1147309,GALAXY
57.281387,0.8917858,21.37833,19.71716,19.03028,18.68373,18.49411,0.03625794,GALAXY
57.299804,0.877173,21.92631,20.83088,19.72873,19.23588,18.85388,0.3196009,GALAXY
57.334877,0.880298,22.55923,20.94735,19.77098,19.23567,18.83176,0.2757485,GALAXY
57.494408,0.926695,25.29872,21.60882,20.18435,19.05211,18.41996,0.0001055789,STAR
57.363701,0.888384,19.93516,17.72717,16.84698,16.50837,16.28405,1.359261E-06,STAR
57.40329,0.889525,20.83467,19.37729,18.72081,18.45265,18.28531,0.0002107118,STAR
57.481267,0.96460481,21.65681,19.36503,18.06775,17.4879,17.08681,0.1643383,GALAXY
57.421659,0.91376004,21.76233,19.57336,18.28115,17.68605,17.20979,0.1360623,GALAXY
57.469799,0.986482,21.2749,19.93041,19.10817,18.63783,18.45129,0.1647258,GALAXY
57.469224,0.86034,21.49207,20.77625,19.95391,19.47916,19.11257,0.4615439,QSO
57.427174,0.917581,22.5664,20.97434,20.0923,19.59895,19.45528,0.1363701,GALAXY
57.433849,0.88567919,22.32814,20.86633,20.15025,19.79242,19.65627,0.1639356,GALAXY
57.497329,0.94253257,20.13309,18.68883,18.13228,17.72282,17.54713,0.07097984,GALAXY
57.517529,0.872381,24.61292,22.72581,20.62306,19.72994,19.28554,0.4615138,GALAXY
57.520746,0.97476693,19.41303,18.22692,17.49884,17.07274,16.82814,0.1641361,GALAXY
57.526836,0.93210192,20.06543,18.57443,17.77372,17.32569,17.0093,0.1187403,GALAXY
57.556324,0.92541781,20.73054,18.66479,17.46825,16.96601,16.53008,0.1181179,GALAXY
57.602316,0.98126687,19.70626,17.89682,16.73062,16.12356,15.77908,0.1650458,QSO
57.563432,0.861653,23.05666,20.68499,19.15442,18.46712,18.08795,0.0001039637,STAR
57.564215,0.997821,21.99244,19.89758,18.58936,17.97043,17.58332,0.2449224,GALAXY
57.577419,0.9438501,21.99289,20.23176,19.37714,18.8966,18.56954,0.1863578,GALAXY
57.595447,0.91525154,25.54768,21.67208,20.12518,19.21923,18.65019,0.0001546921,STAR
57.618385,0.99148,21.18964,19.72514,18.8027,18.27562,17.96192,0.2002716,GALAXY
57.580913,0.927321,21.87861,20.72583,19.72924,19.34872,19.0354,0.2779833,GALAXY
57.592744,0.912673,22.7166,20.84103,19.51244,19.03385,18.59492,0.1848998,GALAXY
57.627934,0.855197,22.88464,20.94088,19.53087,18.93741,18.56652,0.1863637,GALAXY
57.685892,0.996252,22.0211,21.19951,19.96116,19.38039,18.92186,0.2924669,GALAXY
57.735582,0.97360425,20.90048,18.99732,17.8823,17.33035,17.03267,0.1620981,GALAXY
57.674722,1.0407492,17.96895,16.01296,15.00942,14.51186,14.12856,0.0371233,GALAXY
57.772996,0.986495,20.56576,19.56231,18.56341,18.03192,17.66144,0.212829,GALAXY
57.792088,1.0205076,21.42175,19.52868,18.23006,17.69813,17.35632,0.1655204,GALAXY
57.692957,0.953952,20.77201,19.66895,18.51693,18.13051,17.71556,0.2919181,QSO
57.711239,0.86970829,21.42174,19.37631,17.94566,17.37283,17.01308,0.1872229,GALAXY
57.721019,0.93208021,21.79879,19.7431,18.2421,17.66306,17.27012,0.2139251,GALAXY
57.723446,1.0221162,21.53985,19.55988,18.50661,18.00232,17.6535,0.03656904,GALAXY
57.73191,0.899856,24.0559,20.87211,19.16884,18.54614,18.06176,0.2273578,GALAXY
57.732895,0.90433717,21.05347,19.96717,19.32217,18.93069,18.87819,0.1628595,GALAXY
57.672983,0.915721,22.48451,20.67197,19.68155,19.16233,18.72583,0.3264842,GALAXY
57.70469,0.96041832,19.9873,18.79273,18.27427,17.91514,17.71562,0.03839651,GALAXY
57.653582,0.880702,21.98656,20.26319,19.09543,18.52019,18.1783,0.1884288,GALAXY
57.655547,1.008526,20.73705,19.68767,18.93948,18.45393,18.30966,0.1827865,GALAXY
57.844564,0.896305,20.70575,19.04272,18.19036,17.92297,17.24085,0.1869527,GALAXY
57.820792,0.96219348,23.32746,20.83335,19.81552,19.4072,19.23912,1.698003,QSO
57.942466,0.914532,24.6178,25.11435,24.80206,18.65877,18.04494,-3.7111E-07,STAR
57.836174,1.0154201,20.52292,19.37855,18.78234,18.31209,18.16588,0.1193093,GALAXY
57.909621,0.95563292,20.30383,19.7928,19.72069,19.50789,19.39164,0.6267934,QSO
57.91013,0.889871,21.64205,19.2293,17.74918,16.88519,16.38654,0.0002968016,STAR
57.808094,1.0190525,21.98666,20.17581,19.13917,18.54536,18.25897,0.1657947,GALAXY
57.86375,1.0419573,21.38243,19.65951,18.41507,17.81824,17.48598,0.2129216,GALAXY
57.887753,1.03254,21.5496,20.18262,19.55029,19.29491,18.98672,0.1644919,GALAXY
57.901725,0.97325071,22.95948,21.11152,19.28069,18.52932,18.05349,0.3764592,GALAXY
57.925327,0.994455,25.43388,22.30643,20.68402,19.73671,19.17638,0.4792976,GALAXY
58.059088,0.902487,22.17352,20.65016,19.31112,18.78632,18.3252,0.375562,GALAXY
58.074995,0.90252,21.01575,20.30504,19.88591,19.3824,19.4272,0.1186984,GALAXY
57.975571,0.98664,22.84498,21.59698,19.80971,19.26464,18.99557,0.4796661,GALAXY
57.991592,1.0401103,22.55162,20.35102,19.01643,18.45756,18.03207,0.1654227,GALAXY
58.059477,1.0092569,20.09359,18.14505,17.09979,16.51476,16.04758,0.03829079,GALAXY
58.097884,0.92407115,24.97191,22.59174,21.22277,19.5864,19.19047,-6.327975E-05,STAR
58.101118,0.875606,22.71567,20.04936,18.46037,17.86332,17.45864,0.2197655,GALAXY
58.013224,0.854595,22.90615,20.49053,19.09468,18.42115,17.9838,0.2236427,GALAXY
57.962798,0.891141,21.42841,20.38053,19.75029,19.5374,19.37578,0.2323046,GALAXY
58.020297,0.94656483,26.2873,20.68443,18.93481,18.17675,17.62977,0.3748533,GALAXY
58.026722,0.903994,26.25589,21.65445,20.2498,19.57075,19.09665,0.2198018,GALAXY
58.212515,1.040187,18.91658,17.84064,17.33773,17.13683,17.0171,0.0009049751,STAR
58.248782,0.91106679,18.86279,17.52286,16.76597,16.33175,15.97925,0.03801756,GALAXY
58.161167,1.0087204,22.36993,20.16825,18.59368,18.01801,17.59052,0.2429839,GALAXY
58.169874,0.942228,21.33576,19.87406,19.11216,18.70363,18.47977,0.08506674,GALAXY
58.209827,1.011168,23.67376,21.99076,20.12701,18.9882,18.29531,4.974028E-06,STAR
58.119411,0.86797756,20.99909,19.81379,19.24014,18.82215,18.80851,0.1239006,GALAXY
58.138851,0.99072576,20.96945,19.69991,18.86739,18.43001,18.19088,0.11983,GALAXY
58.143612,0.96010613,21.22476,20.05569,19.42958,18.96868,19.09707,0.06200153,GALAXY
58.148088,1.013438,22.25739,20.87542,19.9542,19.5229,19.19158,0.2421516,GALAXY
58.176554,0.87866273,24.9582,21.71998,19.92461,18.9752,18.5357,0.4780207,GALAXY
58.18496,1.006987,22.99266,21.22827,19.99956,19.52815,19.10343,0.2495224,GALAXY
58.206463,0.946663,22.77426,20.93274,19.92178,19.44592,18.99363,0.2203734,GALAXY
58.223808,0.92112595,23.98192,21.17664,19.6986,19.04058,18.63657,0.2727877,GALAXY
58.231025,0.878286,21.86699,20.4866,19.35113,18.82073,18.43842,0.2192236,GALAXY
58.247518,0.971049,24.72185,21.53489,19.78205,19.09266,18.62971,0.2597129,GALAXY
58.287651,0.935628,18.00205,16.70538,16.16278,15.92646,15.80014,5.389017E-05,STAR
58.334782,0.93369591,22.23096,21.10697,20.12025,19.50453,19.38424,0.2248024,GALAXY
58.308949,0.974242,24.71189,20.14551,18.69253,17.99096,17.57415,0.0001224247,STAR
58.343903,0.89746273,22.33049,20.79564,19.4682,18.91985,18.37196,0.2435016,GALAXY
58.387102,1.0425703,19.16212,17.093,16.05094,15.55777,15.18478,0.07624648,GALAXY
58.380718,1.047654,22.83946,20.44695,19.43353,18.96181,18.50112,0.07588752,GALAXY
58.379276,0.98183012,21.98149,20.32981,18.76332,18.091,17.60304,0.1995132,GALAXY
58.314477,0.86189666,19.88042,18.47421,17.8693,17.46599,17.24994,0.03744578,GALAXY
58.259406,1.045569,20.78122,19.40125,18.69645,18.25652,17.93915,0.1199057,GALAXY
58.279808,0.995972,23.02203,21.61487,20.214,19.53992,18.99328,0.2686206,GALAXY
58.293388,0.98243797,22.47239,20.84882,19.82572,19.26213,18.90756,0.2188525,GALAXY
58.297752,0.86443418,21.83727,20.17433,19.57097,19.19964,19.00514,0.1062404,GALAXY
58.297907,0.959306,25.71552,20.86724,19.26373,18.60015,18.09928,0.2623383,GALAXY
58.312088,0.91365343,20.47755,19.23238,18.6257,18.20181,18.01174,0.1064055,GALAXY
58.321995,0.873108,23.03133,21.47379,19.5356,18.83241,18.36696,0.3237897,GALAXY
58.324706,0.90405312,25.34805,21.75958,19.8724,19.01253,18.52551,0.3253638,GALAXY
58.427829,0.93201222,20.15539,18.12276,17.05677,16.51179,16.10695,0.03694114,GALAXY
58.424944,0.96667616,21.87467,19.76596,18.32869,17.70827,17.26966,0.2249722,GALAXY
58.431433,0.98651512,22.18459,19.64823,18.15993,17.52773,17.03924,0.1998446,GALAXY
58.436434,1.0222619,21.3805,19.33319,17.71093,17.05354,16.57977,0.1989025,GALAXY
58.510217,0.99543,24.55518,20.97114,19.34143,18.58444,18.14032,0.2243846,GALAXY
58.407101,0.951177,24.44941,22.47203,20.81364,19.60096,18.86313,-6.570142E-05,STAR
58.41943,0.95752954,22.26266,20.23987,19.24381,18.7458,18.34427,0.2191734,GALAXY
58.443846,0.961146,22.61842,20.78114,19.5475,18.9359,18.5164,0.1982556,GALAXY
58.514091,0.926939,23.29892,20.93323,19.67377,19.03068,18.46571,0.2603563,GALAXY
58.58287,0.93240458,22.90634,20.95617,19.59463,18.94987,18.46355,1.016287,QSO
55.115297,-1.2639984,19.99464,20.5739,18.36237,-9999,-9999,-0.0005685068,STAR
